Japanese,English
笑いってね、嫌な雰囲気を和らげるための一番いい方法なのよ。,A smile is the best cure for a bad mood.
処方箋を見せてください。,Let me see your prescription.
トムは、自分の意見を曲げません。,Tom won't change his opinion.
彼女はジャズ好きで、私もなんです。,"She likes jazz, and so do I."
野球を見に行くのは好きです。,I like going to watch baseball.
バスルームを散らかしたままにしないでよ。,Don't leave the bathroom in such a mess.
たちの悪い風邪を引いちゃったよ。,I have caught a bad cold.
トムには知る権利がある。,Tom has a right to know.
自分の仕事にやりがいを感じています。,I really love my work.
タップダンスのやり方わかる？,Do you know how to tap dance?
あなたにはがっかりだわ。,I'm disappointed in you.
トムは病院に行かなきゃいけなかったんだ。,Tom had to go to the hospital.
太陽が地平線の下へ沈もうとしている。,The sun is setting below the horizon.
くじらのお肉って食べたことある？,Have you ever eaten whale meat?
多分、一緒にした方がいいよ。,Perhaps we should do that together.
彼は長生きしないだろう。,He won't live a long life.
その噂は本当ではない。,The rumor isn't true.
駅に向かってるとこだよ。,I'm on my way to the station.
このギターの持ち主を探しています。,I'm trying to find the person who owns this guitar.
すぐ掛けなおします。,I'll call you back soon.
フランス語はしゃべれないけど、ほんの少しなら分かるよ。,"I don't speak French, but I understand it a little."
秘密だから、誰にも言わないでね。,"This is a secret, so please don't tell anyone."
支払いにカードは使えますか？,May I pay with a credit card?
８階にあります。,It's on the eighth floor.
彼は老けて見えるが、まだ２０代だ。,"He looks old, but he is still in his twenties."
彼女は明日ここへ来ないかもしれない。,She may not come here tomorrow.
私は君の車が好きだ。,I love your car.
あれは猫ですか犬ですか。,Is that a cat or a dog?
映画館は、インターネット上に出回る違法コピーのせいで、収益をますます失いつつある。,Movie theaters are losing more and more revenue due to internet piracy.
このバッグ買ってあげるよ。,I'll buy this bag for you.
びびってなんかないよ。,I'm not chicken.
これは実際に可能なんですか？,Is this really possible?
トムと僕のために投票してください。,Vote for Tom and me.
彼は面白みのない人だ。,He has no sense of humor.
お姉ちゃんなんか大っ嫌い。,I hate my sister.
トムはメアリーにプレゼントを持ってきた。,Tom brought Mary a gift.
私は昨年退職しました。,I retired last year.
お昼寝してたわね？,"You took a nap, didn't you?"
その知らせは本当であるはずがない。,The news can't be true.
天気予報によればあすは雪だ。,"According to the weather forecast, it'll snow tomorrow."
私たちはトムを助けなければならないかもしれない。,We might need to help Tom.
コーヒーにもいろいろある。,There are various kinds of coffee.
急ぎなさい。,Get a move on.
その理由はとても簡単だ。,The reason is very simple.
あなたのお気に入りのフレンチワインは何？,What's your favorite French wine?
手伝わせてください。,Let me help you.
そこに何かあるの？,Is there something there?
彼女は正しいというのが私の意見です。,I am of the opinion that she is right.
美人は三日で飽きる。ブスは三日で慣れる。,"We get tired of beautiful women in three days, but in three days, we get used to ugly women."
彼は失敗を恥じている。,He is ashamed of his failure.
日本の家は小さい。,Japanese houses are small.
トムは部屋の中に入った。,Tom entered the room.
この動物、フランス語で何ていうんですか？,What do you call this animal in French?
悲しい時には泣けばいい。,It's OK to cry when you're sad.
アイス早く食べないと溶けちゃうよ。,Your ice cream will melt if you don't eat it quickly.
うちの親、俺の彼女のことが気に入らないんだ。,My parents don't like my girlfriend.
屋根の一部が吹っ飛んだ。,Part of the roof blew off.
ゆうべはちっとも眠れなかった。,I didn't sleep at all last night.
トムは人前で話すことに慣れている。,Tom is accustomed to speaking in public.
あなたは上司とうまくやっていけていますか。,Do you get along with your boss?
隣の子供が友達に、新品の自転車を見せびらかしていた。,The child next door was showing off his brand new bicycle to his friends.
トムはメアリーほどリッチじゃないよ。,Tom isn't as rich as Mary is.
その少年は帰ってきた。,The boy came back.
どうしても習慣から抜けきれないんだよなあ。,"I'm just a creature of habit, I guess."
クリスマスカードって何枚送った？,How many Christmas cards did you send?
トムは虎が好きなんだよ。,Tom likes tigers.
どのくらいの火加減で調理すればよいでしょうか?,At what heat should I cook this?
トムは会社を辞めると決めていた。,Tom was determined to leave the company.
食べ過ぎた。,I ate too much.
このメールを見たらすぐに返信をください。,Please reply as soon as you've read this email.
彼は彼女より三つ上です。,He is older than she is by three years.
