Japanese,English
烏丸少将文麿,Karasuma Shosho Ayamaro
優婆夷身（うばいしん）,Ubaishin
藩主直轄領,the demesne of the lord of the domain
スイス,Switzerland
千丈ヶ嶽,Senjogadake Mountain
メンマ（中国）,Sungun (China)
伏見殿,Fushimi dono
吉野口駅,Yoshinoguchi Station
四箇院,Shikoin
ワダツミ,Wadatsumi
耽没羅州,T'an-mo-lo-Chow
上総介,Kazusa no suke
湯浅家,the Yuasa family
安西家,Anzai Family
醍醐寺三宝院,Sanbo-in of Daigo-ji Temple
水産練製品,boiled fish-paste products
国際会館駅前,Kokusaikaikan-mae
横大路車庫,Yokooji Shako
四条大路,Shijo-oji Street
通勤急行,(Commuter) Express
河原林政頼,Masyori KAWARABAYASHI
召合わせ,Meshi-awase
拾玉集,Shugyoku-shu
旧住友家茶臼山本邸,Old Sumitomo-ke Ususan-Hontei
井原西鶴,Saikaku IHARA
題徹翁示栄衒徒法語偈,dai Tetsuoji Eigen tohogo ge
叙景歌,scenery poetry
経ヶ岬分屯基地,Kyogamisaki Sub Base
基礎型,Foundation type
青表紙本,Aobyoshibon (blue coverd transcription)
伝灯相承,Dento-sosho (the light inheritance)
寿司,sushi
万之助,Mannosuke
難波宮,Naniwa no Miya
代議士,parliamentarian
摂津,Settsu
韓国併合ニ関スル条約,The Japan-Korea Annexation Treaty
四番茶,yobancha （fourth picked tea）
山田川IC,Yamadagawa Interchange
下り藤,Sagarifuji crest
日本国有鉄道,Japan National Railways (JNR)
唐紙障子,karakami shoji
醍醐派,Daigo school
浪人志士,Ronin-shishi (masterless patriotic samurai)
衆議院,House of Representatives
火曜会,Kayokai parliamentary group
鳳凰丸唐草,hoomaru-karakusa (arabesque with roundly designed phoenixes)
慶応,Keio era
小鼓（こつづみ）,Kozutsumi (small hand drum)
巨勢是重,KOSE no Koreshige
蜷川新右衛門,Shinemon NINAGAWA
山田宗偏,Sohen YAMADA
永保,Eiho era
扶持,salary
財団法人,foundation
喜連瓜破駅,Kire-Uriwari Station
池坊雅史,Masafumi IKENOBO
年越祭,"Toshikoshi-matsuri, the Year-end festival"
浩々洞,Kokodo
温泉津駅,Yunotsu Station
福知山オフレールステーション,Fukuchiyama Off-rail-station
足利満詮,Mitsuakira ASHIKAGA
伊藤博文,Hirobumi ITO
片山春子,Haruko KATAYAMA
原画,original painiting
奈良・唐招提寺金堂像,the statue at the main hall of the Toshodai-ji Temple in Nara
小右記,Shoyuki 
梅小路家,the Umegakoji family
くずはローズタウン,Kuzuha Rose Town
村雲尼,Murakumoni
陸舟（りくしゅう）の松,Rikushu no Matsu (pine tree)
菊御作,Kiku Gyosaku
本瓦葺き,hongawarabuki
官営幌内鉄道,state-owned Horonai Railway
安然,Annen
玉川宮,Tamagawanomiya
小烏丸,Ko-garasu-maru
田辺与力騒動,the riot of Yoriki TANABE.
遠州鉄道,Enshu Railway
地蔵十輪経,Jizojurin-kyo Sutra
虚空蔵院,Kokuzo-in
弓術指南役,coach of archery
智恵子,Chieko
杉山腰司,Yoji SUGIYAMA
旧三玄院襖絵,painting on the sliding partitions formerly at the Sangen-in Temple
国事行為,emperor's constitutional functions
雑兵,zohyo 
大原天皇陵,Ohara no Misasagi
赤穂浪士,Ako Roshi (lordless samurai of Ako domain)
紙障子,kami-shoji (paper shoji)
西四辻公業,Kiminari NISHIYOTSUTSUJI
祐子内親王歌合,Ushi Empress Uta-awase
ミスラ,Mithra
携帯方法,the way of carrying
飛脚,express messenger
浄土真宗派,a school of the Jodoshin-shu sect
型合わせ,putting patterns together
朱印地,Shuinchi (temple's territory authorized by the Edo shorgunate)
藤井斉成会有鄰館,Fujii Saisei-kai Yurinkan Museum
邪,evil
蔵王,Zao
しころ,"Shikoro, neck guard of a kabuto helmet"
多色摺り,multicolored printing
早池峰山,Hayachine-san Mountain
観音寺城,Kannonji-jo Castle
日淵,Nichien
天理教 (秋季) 大祭,Tenrikyo Autumn Grand Service
日肇,Nikkei
勘当,disowning
前祭,Saki no Matsuri (events before the main festival)
園部,Sonobe
郡山藩主,Koriyama feudal lord
東伏見宮,Higashi Fushimi no Miya
採燈護摩供,Saito-goma-ku
京都市立錦林小学校,Kyoto Municipal Kinrin Junior High School
瀬田橋,Seta Bridge
仏御前,Hotoke-gozen
フレンドピースハウス,Friend Peace House
先代旧事本紀,Sendai Kuji Hongi
国地頭,kunijito
複合商業施設「KYOUEN」,"rest complex ""KYOUEN"""
埼玉新都市交通,"Saitama New Urban Transit Co., Ltd."
印鑰,innyaku
藤原信房,FUJIWARA no Nobufusa
南北合派,mixture of various styles of painting
永平寺,Eihei-ji Temple
松唐草の浮織,arabesque pattern of white pine
北野恒富,Tsunetomi KITANO
野伏,nobushi
字義,the meaning of the word
師光,Moromitsu
周文王,Buno of Zhou (the father of the founder of the Zhou dynasty)
新羅,Silla
特急「まつかぜ (列車)」,"Limited Express ""(Super) Matsukaze"""
酒造会社,sake brewery
神便鬼毒酒,Jinbenkidoku-shu
北米大陸,the North American Continent
門流は近衛殿,sect
清朝,Ching
テレビドラマ水戸黄門,"TV drama ""Mitokomon"""
三貴子,Mihashira no uzuno miko
京都府立医科大学附属病院,"University Hospital, Kyoto Prefectural University of Medicine"
柚子味噌（みそ）,Yuzu-miso paste
胎内銘,interior inscription
宋銭,Sung currency
宣陽門,Senyo Gate
江戸幕府,Edo bakufu
島津忠良,Tadayoshi SHIMAZU
呈譜,teifu (accepted genealogy)
須磨離宮公園,Suma Rikyu Park
京極高通,Takamichi KYOGOKU
初斎院,Shosaiin (Hall of Initial Abstinence)
連合政権,coalition government
網野駅前,Amino-eki-mae
奥津日子神（おきつひこ）,Okitsuhiko no kami
小平義近,Yoshichika KODAIRA
寺之内通上ル,Teranouchi-dori agaru
西牛貨洲（さいごけしゅう）,Saigokeshu
来迎,raigo
六科,Riku-ka (six subjects)
平桟橋,Taira-sanbashi Bridge
后妃,empress
吉野朝時代,Yoshino-cho period
東本梅村,Higashihonme-mura
大和・伊勢国,Yamato-no-kuni and Ise-no-kuni
電子符号照査式 (電子閉塞),electronic blocking system
大行天皇,Taiko-Tenno
京の七口,Kyo no Nanakuchi (seven entrances of Kyoto)
南禅寺,Nanzen-ji Temple
涌泉寺,Yusen-ji Temple
御蔵入地,Okurairichi
大徳寺方丈,abbot's chamber of Daitoku-ji Temple
ホー・チ・ミン廟,Ho Chi Minh Mausoleum
国際会館前駅,Kokusai Kaikan mae station
山田古嗣,YAMATA no Furutsugu
長官官房,Grand Steward's Secretariat
斎藤拙堂,Setsudo SAITO
万国博覧会,international exhibition
朝鮮の茶礼,Korea's chare
和束保育園,Wazuka daycare
享和,Kyowa
角田文衞,Bunei Tsunoda
源師仲,MINAMOTO no Moronaka
鶯張廊下,Nightingale floor (Uguisubari-no-roka corridor)
笠島道祖神,Kasashima-Dososhin shrine
宋朝,Sung
下狛駅,Shimokoma Station
秋好中宮,Empress Akikonomu
町堂,town temple
定敬,Sadaaki
京都市立看護短期大学,Kyoto Municipal Junior College
出羽介,Dewanosuke
組香,"Kumiko (combination incense; refer to ""Kumiko"" below)"
白毫寺,Byakugo-ji Temple
久御山郵便局,Kumiyama Post Office
服部半蔵,Hanzo HATTORI
去処盡通,No obstacles along any path shall obstruct thee.
近江介,omi no suke (assistant governor of Omi Province)
待避駅,a shunting station
画工,edakumi (a painter)
雁屋哲,Tetsu KARIYA
仁和寺の寛朝僧正,high Buddhist priest Kancho of Nin'na-ji Temple
宅間,Takuma
要法寺（上行院・住本寺両本山合併、日蓮本宗）,Yobo-ji Temple (formed by merger between Jogyo-in and Juhon-ji Head Temples) (Nichiren Honshu sect)
時代祭行列,Jidai Matsuri Parade
京都定期観光バス,Kyoto Regular Tour Bus
宗誾（そうぎん）,Sogin
南無阿弥陀仏,Namu Amida Buddha
冷泉,Reizei
世子六十以後申楽談儀,Zeshi rokuju igo Sarugaku dangi
汪兆銘政権,O Cho Mei (Wang Zhaoming)
世界まる見え!テレビ特捜部,"Sekai Marumie Terebi-tokusobu, TV program (World Great TV)"
京官,kyokan (an official of the Capital)
弁慶のお手玉石,Beanbag Stone of Benkei
社,shrine
壬生屯所前川邸,"Maekawa Residence, Mibu Tamurojo post"
大屋毘古神（おおやびこのかみ),Oyabiko no kami
京都東福寺,Tofuku-ji Temple in Kyoto
築地別院,Tsukiji Betsuin branch temple
花園会,Hanazono-kai
町家,machiya 
小倉宮,Oguranomiya
荷田在満,KADA no Arimaro
必殺シリーズ,TV drama series of Hissatsu Shigotonin
木造二十八部衆立像,Mokuzo Nijuhachibushu ryuzo (wooden standing statues of the Twenty-eight Attendants of Senju Kannon)
西野山団地,Nishinoyama Danchi
なよ竹物語絵巻,Nayotake Monogatari Emaki (picture scroll of Tales of Nayotake)
御霊（ごりょう）,goryo (spirit of a deceased person)
飯尾連竜,Tsuratatsu IIO
京都市勧業館,Kyoto International Exhibition Hall
公慶堂,Kokei-do Hall
橘保昌,TACHIBANA no Yasumasa
豊臣国松,Kunimatsu TOYOTOMI
同仁斎,Dojinsai
阿吽の呼吸,rhythmic breathing
上徳寺,Jotoku-ji Temple
中御小姓,Chuo-kosho job to do miscellaneous work
九州諸藩連合,alliance of Kyushu domains
無言劇,"a pantomime, a dumb show"
源行家,MINAMOTO no Yukiie
内務局,Interior Ministry
松平忠昌,Tadamasa MATSUDAIRA
大阪電気軌道,Osaka Electric Tramway
宮内省式部職,"Shikibu-shoku, Imperial Household Ministry"
園遊会,a garden party
右少将,Ushosho (Minor Captain of the Right Division of Inner Palace Guards)
東山高校,Higashiyama High School
存覚,Zonkaku
小笠原長時,Nagatoki OGASAWARA
肥後国受領,local governor of Higo Province
横浜村,Yokohama Village
異本,alternative version
明王院,Myoo-in Temple
国務大臣,Minister of State
神格化,deification
東大路通東,East of Higashioji-dori
東亜同文会,Toa-dobunkai nationalism group
菅原長成,SUGAWARA no Naganari
薫中将,Kaoru lieutenant general
法円,Hoen
上豊富村,Kamitoyotomi-mura
京都地方法務局,Kyoto District Legal Affairs Bureau
足袋,tabi 
城主格,joshu class
後西天皇の勅,an imperial order of Emperor Gosai
宇治家彦,Iehiko UJI
冬姫,Fuyu-hime
藤原朝臣信尋,FUJIWARA no Asomi Nobuhiro (Nobuhiro KONOE)
東宮権大進,Togu Gonnotaijo
尼寺,"nunnery, convent"
上坂 仙吉,Senkichi KOSAKA
説教,Buddhist teaching
保蓮,Horen
弘安10年（1287年）銘,an inscription of the year 1287
一子相伝,transmission only to a single pupil
下鴨大妙寺,"Daimyo-ji Temple, Shimogamo"
経済安定本部,Economic Stabilization Agency
久安,Kyuan era
スフィンクス,Sphinx
戦後,the post war period
隠居料,retirement stipend
慈恵大師筆遺告（じえだいしひつゆいごう）,Jie Daishi hitsu yuigo (a testament written by Jiei Daishi)
百地三太夫（百地丹波）,Sandayu MOMOCHI
行者,practitioners
封建政治,Feudal politics
聖徳太子殿,Shotoku-taishi-den
孚彦王妃千賀子（朝香千賀子）,"the wife of Prince Takahiko, Chikako(Chikako ASAKA)"
習志野,Narashino
丹羽氏,Niwa clan
吉山明兆,Mincho KICHIZAN
白隠,Hakuin
曹渓宗,Jogye Order
新京極通商店街,Shinkyogoku-dori Shopping Street
静尊法親王,Cloistered Imperial Prince Joson
乱飾,rankazari (midare)
菅江真澄,Masumi Sugae
深草帝,Emperor Fukakusa
第28世本常,Honjo the twenty eighth
長享の乱,Chokyo War
御堂,mi-do Hall
文暦,Bunryaku era
月次・相甞・新甞,"Monthly, Ainame, niiname"
開祖,originator
播磨守,Governor of Harima Province
園部警察署,Sonobe Police Station
鎮座,enshrined
平野天神森町,Hirano-jinja and Kinugasa-Tenjinmoricho
老中,roju
疫病退散,an attempt to secure protection from a plague
冷泉流古今伝授,"Reizei school Kokin-denjyu, instruction in how to interpret the Kokinshu"
藤原尚範,FUJIWARA no Hisanori
八丈島,Hachijo-jima Island
共生地,cloth of the same material
西日本電信電話,Nippon Telegraph and Telephone West Corporation (NTT West)
三条通東洞院東入,Sanjo-dori Higashitoin Higashi-iru
伏見桃山城キャッスルランド,Fushimi Momoyama Castle Land
くだり,a passage (a paragraph)
誕生院,Tanjo-in Temple
高畠長直,Naganao TAKABATAKE
オオキンレイカ,Patrinia takeuchiana Makino
知遇,chigu (be taken under a person's wing)
下村観山,Kanzan SHIMOMURA
聖武天皇,Emperor Shomu
タッキ・ラージャ,Takkiraja
テムズ川,River Thames
次侍従,ji-jiju
八面蔵,Hachimen zo
菊花の宴,Kikuka no en (the feast to viewing Chrysanthemum held in the Imperial Court)
みずほ銀行,"Mizuho Bank, Limited"
伊豆大島,Izu-oshima Island
神宮通,Jingu dori
冷泉為景,Tamekage REIZEI
出雲風土記,Izumo-fudoki
上屋（うわや）,shed
西本願寺本三十六人家集,Nishi-Honganji-bon Sanju-rokunin-kashu
裏とじ,back knit
良休宗左,Ryokyu Sosa
理趣会,Rishu-e
吉田光由,Mitsuyoshi YOSHIDA
才谷梅太郎,Umetaro SAITANI
法橋位,Hokkyo rank (the third highest rank for artists of Buddhist sculpture)
隣雲亭,Rin un-tei Pavilion
秘伝,inherited secret teachings
諸国万買物調方記,Shokoku yorozukaimono choho-ki (a guide book for shopping in various provinces)
常羽御厩,Ikuha no mimaya
鉢,a bowl
達磨蝦蟇鉄拐像,Daruma Gama Tekkai zo
CSイビー,Charles. S. Eby
古来,from ancient times
ほうらい丘駅,Horaioka Station
忍者屋敷,ninja house
行書,gyosho
錐徹,Kanasai
睨み合い,standoff
木本祭,Konomoto-sai
峰山藩京極家,"Kyogoku Family, Mineyama Domain"
米川常伯,Johaku YONEKAWA
藤原利基,FUJIWARA no Toshimoto
北山第南御所,Kitayama-tei Minami-gosho
伊達行源,Gyogen DATE
天文台下駅,Tenmondai-shita Station
近畿地方整備局,Kinki Regional Development Bureau
河内国観心寺縁起資財帳,"Kawachi-no-kuni, Kanshin-ji, Engi Shizaicho (Official Register and Inventory for Kanshin-ji Temple, Kawachi Province)"
聖観音（しょうかんのん）像,Sho-Kannon zo 
現在の本願寺教団（浄土真宗本願寺派・真宗大谷派）,the present Hongan-ji cult (Jodo-shin sect Hongan-ji line Shin sect Otani line)
主計課,Accounting Division
食感,texture
登華殿,Tokaden
新釜座町,Shinkamanza-cho
ブードゥー教,Voodooism
朝鮮半島,Korean Peninsula
許嫁,bride elect
千葉胤賢,Tanekata CHIBA
救済,Gusai/kyusei/Kyuzei
平重幹,TAIRA no Shigemoto
六位蔵人,Rokui-Kurodo
院（区画）,in (section)
徐州,Xuzhou
てまり寿司,Temari-zushi
使部,shibu
読売新聞,the Yomiuri Shinbun
韓国扶余,"Puyo, Korea"
宮内省,Imperial Household Ministry
氷ノ山,Hyonosen Mountain
山背日立,YAMASHIRO no Hitate
藤原順子,FUJIWARA no Junshi
鯖粉切（さばのこきり),saba no kokiri (literally chopped mackerel)
永山弥一郎,Yaichiro NAGAYAMA
スルッとKANSAI都カード,KANSAI THRU PASS Miyako Card
朱雀法皇,Cloistered Emperor Suzaku
金閣,Kinkaku
畳職人,craftmen of tatami (a floor covering made of tightly woven grass and straw)
大和の国人,local bushi of the Province of Yamato
奥羽白河城,Ou-Shirakawa-jo Castle
今川氏真,Ujizane IMAGAWA
教行信証,Kyogyoshinsho
明忍律師,Myonin Ritshi
少将,shosho
土岐康行,Yasuyuki TOKI
清水道,Kiyomizu-michi
橋本政宣,Masanobu HASHIMOTO
天台仏堂,"Tendai Butsudo, Tendai Buddhist temple"
相州,Soshu
上芸,jogei (top ranked skill)
実相寺昭雄,JISSOJI Akio
冨樫稙泰,Taneyasu TOGASHI
北野天神,Kitano tenjin
コブの形,burl shape
大禍津日神（おほまがつひのかみ）,Omaga tsu Hi no Kami
わび・さび,"wabi, sabi"
味噌汁,miso soup
平 (舞鶴市),Taira
三方町,Mikata-cho
小説や漫画,novels and cartoons
宗牧,Soboku
藤原氏末茂流,the Fujiwara clan Sueshige school
ヴェーサリー国,Vaisali
一条房冬,Fusafuyu ICHIJO
尾廊,Bi-ro
青年会議所,Junior Camber International Japan
喜田貞吉,Sadakichi KIDA
ヤマノミチ,Yamano-michi
野村徳七,Tokushichi NOMURA
林業,forest industry
大通方広経,Daitsu hokokyo
山本覚馬,Kakuma YAMAMOTO
石川家,the ISHIKAWA family
中立売,Nakadachiuri-dori Street
聖断,Imperial decision
保元物語,Hogen Monogatari 
生田神社,Ikuta jinja Shrine
明経勘文,myogyo kanmon
狩野興以,Koi KANO
精好紗（透精好）,seigosha (sheer seigo)
神楽殿,kagura-den hall
藤原晴子,FUJIWARA no Haruko
中宮大夫如元,Retained his position as Chugu-daibu
松田冠者,Matsuda Kanja
倭城,Wajo (Japanese-style castle)
伝統行事,a traditional event
陸曳,Okabiki
京都医療少年院,Kyoto Medical Juvenile Training School
永万,Eiman era
調伏,defeating evils
比定社,identified shrine
無明,avidya
石上贄古大連,ISONOKAMI no Nieko Omuraji
隋書倭国伝,Zuisho-wakoku-den (Chronicles of
宮廷競技,an athletic sport at Court
県犬養三千代,Agata no INUKAI no Michiyo
原時平,FUJIWARA no Tokihira
甲巻,Volume 1 (Ko kan)
高天宮神社,Koten-hu Shrine
コクド,Kokudo Corp.
四品弾正尹,Shihon no Danjo in
江戸前,Edomae (Tokyo style)
毛織物,wool
事情聴取,"questioning by a police investigaton, interview by a police investigation"
熊本県球磨郡,"Kuma Gun, Kumamoto Prefecture"
上品下生印,Jobon-gesho-in
会計検査院,Kaikeikennsain (Board of Audit)
特別急行列車,Limited Express
式神,Shiki gami
西笑承兌（せいしょうじょうたい）の跋文,Seisho Jyotai
箜篌,Kugo Instrument
ジョホールバル,Johor Baharu
半度波山,Pandava Mountain
初,Hatsu
蒲鉾,kamaboko (boiled fish paste)
行勇,Gyoyu
為房,Tamefusa
土佐日記見聞抄,The Tosa Diary's Experiences Abstract
民俗文化財,folk cultural properties
東北怪談の旅,Tohoku Kaidan no Tabi (Trip to the scary stories in Tohoku Region)
貴族院副議長,Deputy Chairman of the House of Peers
JR宮津線,JR Miyazu Line
高雄丸,Takaomaru Ship
安藤直治（なおはる）,Naoharu ANDO
遠敷郡,Onyu County
岐阜・高山城主,the lord of Takayama-jo Castle in Gifu
林歌,Ringa
金銅の鳳凰,gilt bronze Phoenix
篠原宿,Shinohara-shuku
大宮郷,Omiyago
朝代神社,Asashiro-jinja Shrine
熊谷小川秩父線,Kumagaya Ogawa Chichibu Line
男女一対（馬頭天王・弁財天）の神像,a pair of male and female gods statues (Bato Tenno and Benzaiten)
京ことば（祇園ことば）,"Kyoto pronunciation, Kyoto dialect"
